@@SEQUENCEID	BINID	LENGTH
RL|S1|C103	6
RL|S1|C104	6
RL|S1|C105	13
RL|S1|C106	14
RL|S1|C107	3
RL|S1|C108	6
RL|S1|C109	14
RL|S1|C110	6
RL|S1|C111	14
RL|S1|C112	13
RL|S1|C113	14
RL|S1|C114	6
RL|S1|C115	13
RL|S1|C116	5
RL|S1|C117	6
RL|S1|C118	59
RL|S1|C119	6
RL|S1|C120	14
RL|S1|C121	21
RL|S1|C122	5
RL|S1|C123	3
RL|S1|C124	38
RL|S1|C125	14
RL|S1|C126	13
RL|S1|C127	14
RL|S1|C128	6
RL|S1|C129	14
RL|S1|C130	14
RL|S1|C131	46
RL|S1|C132	13
RL|S1|C133	6
RL|S1|C134	14
RL|S1|C135	14
RL|S1|C136	5
RL|S1|C137	14
RL|S1|C138	14
RL|S1|C139	13
RL|S1|C140	14
RL|S1|C141	6
RL|S1|C142	13
RL|S1|C143	14
RL|S1|C144	14
RL|S1|C145	5
RL|S1|C146	52
RL|S1|C147	14
RL|S1|C148	6
RL|S1|C149	6
RL|S1|C150	6
RL|S1|C151	13
RL|S1|C152	14
RL|S1|C153	6
RL|S1|C154	5
RL|S1|C155	14
RL|S1|C156	6
RL|S1|C157	13
RL|S1|C158	14
RL|S1|C159	14
RL|S1|C160	14
RL|S1|C161	24
RL|S1|C162	14
RL|S1|C163	14
RL|S1|C164	14
RL|S1|C165	13
RL|S1|C166	5
RL|S1|C167	42
RL|S1|C168	14
RL|S1|C169	6
RL|S1|C170	6
RL|S1|C171	14
RL|S1|C172	14
RL|S1|C173	5
RL|S1|C174	14
RL|S1|C175	13
RL|S1|C176	13
RL|S1|C177	13
RL|S1|C178	6
RL|S1|C179	6
RL|S1|C180	14
RL|S1|C181	3
RL|S1|C182	10
RL|S1|C183	14
RL|S1|C184	14
RL|S1|C185	6
RL|S1|C186	14
RL|S1|C187	14
RL|S1|C188	14
RL|S1|C189	13
RL|S1|C190	13
RL|S1|C191	13
RL|S1|C192	14
RL|S1|C193	14
RL|S1|C194	36
RL|S1|C195	14
RL|S1|C196	13
RL|S1|C197	6
RL|S1|C198	13
RL|S1|C199	23
RL|S1|C200	14
RL|S1|C201	6
RL|S1|C202	6
RL|S1|C203	14
RL|S1|C204	59
RL|S1|C205	14
RL|S1|C206	5
RL|S1|C207	5
RL|S1|C208	6
RL|S1|C209	5
RL|S1|C210	14
RL|S1|C211	6
RL|S1|C212	6
RL|S1|C213	5
RL|S1|C214	6
RL|S1|C215	14
RL|S1|C216	6
RL|S1|C217	14
RL|S1|C218	5
RL|S1|C219	13
RL|S1|C220	6
RL|S1|C221	13
RL|S1|C222	6
RL|S1|C223	6
RL|S1|C224	6
RL|S1|C225	5
RL|S1|C226	8
RL|S1|C227	5
RL|S1|C228	14
RL|S1|C229	6
RL|S1|C230	5
RL|S1|C231	6
RL|S1|C232	6
RL|S1|C233	14
RL|S1|C234	14
RL|S1|C235	14
RL|S1|C236	14
RL|S1|C237	6
RL|S1|C238	20
RL|S1|C239	14
RL|S1|C240	14
RL|S1|C241	1
RL|S1|C242	5
RL|S1|C243	5
RL|S1|C244	13
RL|S1|C245	14
RL|S1|C246	5
RL|S1|C247	13
RL|S1|C248	43
RL|S1|C249	13
RL|S1|C250	13
RL|S1|C251	14
RL|S1|C252	22
RL|S1|C253	6
RL|S1|C254	28
RL|S1|C255	14
RL|S1|C256	14
RL|S1|C257	6
RL|S1|C258	14
RL|S1|C259	5
RL|S1|C260	11
RL|S1|C261	14
RL|S1|C262	37
RL|S1|C263	14
RL|S1|C264	14
RL|S1|C265	27
RL|S1|C266	3
RL|S1|C267	5
RL|S1|C268	6
RL|S1|C269	6
RL|S1|C270	6
RL|S1|C271	6
RL|S1|C272	13
RL|S1|C273	5
RL|S1|C274	5
RL|S1|C275	14
RL|S1|C276	5
RL|S1|C277	14
RL|S1|C278	6
RL|S1|C279	14
RL|S1|C280	14
RL|S1|C281	5
RL|S1|C282	14
RL|S1|C283	6
RL|S1|C284	14
RL|S1|C285	6
RL|S1|C286	5
RL|S1|C287	6
RL|S1|C288	13
RL|S1|C289	14
RL|S1|C290	6
RL|S1|C291	13
RL|S1|C292	6
RL|S1|C293	6
RL|S1|C294	46
RL|S1|C295	20
RL|S1|C296	34
RL|S1|C297	5
RL|S1|C298	13
RL|S1|C299	6
RL|S1|C300	6
RL|S1|C301	14
RL|S1|C302	32
RL|S1|C303	14
RL|S1|C304	5
RL|S1|C305	14
RL|S1|C306	13
RL|S1|C307	14
RL|S1|C308	14
RL|S1|C309	14
RL|S1|C310	14
RL|S1|C311	13
RL|S1|C312	5
RL|S1|C313	13
RL|S1|C314	14
RL|S1|C315	6
RL|S1|C316	6
RL|S1|C317	13
RL|S1|C318	6
RL|S1|C319	14
RL|S1|C320	27
RL|S1|C321	4
RL|S1|C322	22
RL|S1|C323	14
RL|S1|C324	5
RL|S1|C325	5
RL|S1|C326	14
RL|S1|C327	14
RL|S1|C328	6
RL|S1|C329	14
RL|S1|C330	7
RL|S1|C331	5
RL|S1|C332	6
RL|S1|C333	14
RL|S1|C334	6
RL|S1|C335	32
RL|S1|C336	31
RL|S1|C337	6
RL|S1|C338	14
RL|S1|C339	6
RL|S1|C340	14
RL|S1|C341	14
RL|S1|C342	6
RL|S1|C343	14
RL|S1|C344	6
RL|S1|C345	7
RL|S1|C346	14
RL|S1|C347	20
RL|S1|C348	13
RL|S1|C349	5
RL|S1|C350	14
RL|S1|C351	14
RL|S1|C352	13
RL|S1|C353	3
RL|S1|C354	27
RL|S1|C355	5
RL|S1|C356	13
RL|S1|C357	6
RL|S1|C358	14
RL|S1|C359	42
RL|S1|C360	5
RL|S1|C361	13
RL|S1|C362	14
RL|S1|C363	14
RL|S1|C364	13
RL|S1|C365	35
RL|S1|C366	14
RL|S1|C367	14
RL|S1|C368	13
RL|S1|C369	10
RL|S1|C370	25
RL|S1|C371	6
RL|S1|C372	5
RL|S1|C373	13
RL|S1|C374	6
RL|S1|C375	6
RL|S1|C376	6
RL|S1|C377	3
RL|S1|C378	22
RL|S1|C379	0
RL|S1|C380	14
RL|S1|C381	14
RL|S1|C382	5
RL|S1|C383	14
RL|S1|C384	6
RL|S1|C385	24
RL|S1|C386	14
RL|S1|C387	5
RL|S1|C388	14
RL|S1|C389	3
RL|S1|C390	5
RL|S1|C391	6
RL|S1|C392	6
RL|S1|C393	14
RL|S1|C394	5
RL|S1|C395	14
RL|S1|C396	14
RL|S1|C397	6
RL|S1|C398	30
RL|S1|C399	14
RL|S1|C400	14
RL|S1|C401	14
RL|S1|C402	6
RL|S1|C403	43
RL|S1|C404	14
RL|S1|C405	13
RL|S1|C406	14
RL|S1|C407	6
RL|S1|C408	25
RL|S1|C409	57
RL|S1|C410	13
RL|S1|C411	14
RL|S1|C412	6
RL|S1|C413	6
RL|S1|C414	6
RL|S1|C415	13
RL|S1|C416	14
RL|S1|C417	14
RL|S1|C418	5
RL|S1|C419	6
RL|S1|C420	13
RL|S1|C421	14
RL|S1|C422	14
RL|S1|C423	6
RL|S1|C424	3
RL|S1|C425	13
RL|S1|C426	6
RL|S1|C427	13
RL|S1|C428	6
RL|S1|C429	14
RL|S1|C430	6
RL|S1|C431	13
RL|S1|C432	5
RL|S1|C433	13
RL|S1|C434	5
RL|S1|C435	6
RL|S1|C436	5
RL|S1|C437	6
RL|S1|C438	5
RL|S1|C439	13
RL|S1|C440	6
RL|S1|C441	6
RL|S1|C442	6
RL|S1|C443	6
RL|S1|C444	6
RL|S1|C445	13
RL|S1|C446	6
RL|S1|C447	13
RL|S1|C448	14
RL|S1|C449	14
RL|S1|C450	14
RL|S1|C451	14
RL|S1|C452	53
RL|S1|C453	6
RL|S1|C454	13
RL|S1|C455	13
RL|S1|C456	6
RL|S1|C457	34
RL|S1|C458	14
RL|S1|C459	14
RL|S1|C460	25
RL|S1|C461	6
RL|S1|C462	13
RL|S1|C463	13
RL|S1|C464	14
RL|S1|C465	14
RL|S1|C466	13
RL|S1|C467	6
RL|S1|C468	14
RL|S1|C469	14
RL|S1|C470	14
RL|S1|C471	29
RL|S1|C472	6
RL|S1|C473	6
RL|S1|C474	14
RL|S1|C475	5
RL|S1|C476	14
RL|S1|C477	14
RL|S1|C478	13
RL|S1|C479	14
RL|S1|C480	5
RL|S1|C481	5
RL|S1|C482	6
RL|S1|C483	6
RL|S1|C484	5
RL|S1|C485	14
RL|S1|C486	14
RL|S1|C487	58
RL|S1|C488	14
RL|S1|C489	6
RL|S1|C490	6
RL|S1|C491	22
RL|S1|C492	30
RL|S1|C493	6
RL|S1|C494	14
RL|S1|C495	13
RL|S1|C496	14
RL|S1|C497	6
RL|S1|C498	13
RL|S1|C499	5
RL|S1|C500	14
RL|S1|C501	37
RL|S1|C502	6
RL|S1|C503	14
RL|S1|C504	6
RL|S1|C505	13
RL|S1|C506	14
RL|S1|C507	6
RL|S1|C508	13
RL|S1|C509	25
RL|S1|C510	14
RL|S1|C511	6
RL|S1|C512	14
RL|S1|C513	14
RL|S1|C514	13
RL|S1|C515	13
RL|S1|C516	14
RL|S1|C517	14
RL|S1|C518	6
RL|S1|C519	6
RL|S1|C520	13
RL|S1|C521	2
RL|S1|C522	13
RL|S1|C523	14
RL|S1|C524	13
RL|S1|C525	6
RL|S1|C526	20
RL|S1|C527	5
RL|S1|C528	14
RL|S1|C529	6
RL|S1|C530	14
RL|S1|C531	14
RL|S1|C532	5
RL|S1|C533	6
RL|S1|C534	14
RL|S1|C535	13
RL|S1|C536	14
RL|S1|C537	14
RL|S1|C538	6
RL|S1|C539	14
RL|S1|C540	6
RL|S1|C541	5
RL|S1|C542	13
RL|S1|C543	6
RL|S1|C544	13
RL|S1|C545	14
RL|S1|C546	6
RL|S1|C547	13
RL|S1|C548	5
RL|S1|C549	6
RL|S1|C550	6
RL|S1|C551	1
RL|S1|C552	6
RL|S1|C553	6
RL|S1|C554	13
RL|S1|C555	13
RL|S1|C556	6
RL|S1|C557	13
RL|S1|C558	14
RL|S1|C559	14
RL|S1|C560	6
RL|S1|C561	14
RL|S1|C562	23
RL|S1|C563	5
RL|S1|C564	44
RL|S1|C565	13
RL|S1|C566	14
RL|S1|C567	14
RL|S1|C568	14
RL|S1|C569	13
RL|S1|C570	6
RL|S1|C571	5
RL|S1|C572	6
RL|S1|C573	13
RL|S1|C574	14
RL|S1|C575	5
RL|S1|C576	14
RL|S1|C577	6
RL|S1|C578	6
RL|S1|C579	14
RL|S1|C580	13
RL|S1|C581	14
RL|S1|C582	5
RL|S1|C583	6
RL|S1|C584	6
RL|S1|C585	14
RL|S1|C586	13
RL|S1|C587	13
RL|S1|C588	14
RL|S1|C589	13
RL|S1|C590	14
RL|S1|C591	6
RL|S1|C592	14
RL|S1|C593	14
RL|S1|C594	13
RL|S1|C595	10
RL|S1|C596	6
RL|S1|C597	5
RL|S1|C598	5
RL|S1|C599	14
RL|S1|C600	13
RL|S1|C601	13
RL|S1|C602	6
RL|S1|C603	20
RL|S1|C604	6
RL|S1|C605	6
RL|S1|C606	24
RL|S1|C607	13
RL|S1|C608	36
RL|S1|C609	14
RL|S1|C610	0
RL|S1|C611	22
RL|S1|C612	13
RL|S1|C613	14
RL|S1|C614	14
RL|S1|C615	13
RL|S1|C616	14
RL|S1|C617	5
RL|S1|C618	14
RL|S1|C619	10
RL|S1|C620	14
RL|S1|C621	13
RL|S1|C622	34
RL|S1|C623	14
RL|S1|C624	43
RL|S1|C625	14
RL|S1|C626	6
RL|S1|C627	13
RL|S1|C628	24
RL|S1|C629	6
RL|S1|C630	14
RL|S1|C631	6
RL|S1|C632	14
RL|S1|C633	6
RL|S1|C634	3
RL|S1|C635	14
RL|S1|C636	6
RL|S1|C637	14
RL|S1|C638	14
RL|S1|C639	5
RL|S1|C640	5
RL|S1|C641	29
RL|S1|C642	34
RL|S1|C643	20
RL|S1|C644	14
RL|S1|C645	0
RL|S1|C646	5
RL|S1|C647	57
RL|S1|C648	5
RL|S1|C649	5
RL|S1|C650	14
RL|S1|C651	13
RL|S1|C652	14
RL|S1|C653	14
RL|S1|C654	14
RL|S1|C655	13
RL|S1|C656	14
RL|S1|C657	14
RL|S1|C658	5
RL|S1|C659	0
RL|S1|C660	21
RL|S1|C661	6
RL|S1|C662	13
RL|S1|C663	13
RL|S1|C664	2
RL|S1|C665	6
RL|S1|C666	14
RL|S1|C667	13
RL|S1|C668	5
RL|S1|C669	6
RL|S1|C670	14
RL|S1|C671	14
RL|S1|C672	14
RL|S1|C673	13
RL|S1|C674	14
RL|S1|C675	6
RL|S1|C676	14
RL|S1|C677	5
RL|S1|C678	5
RL|S1|C679	6
RL|S1|C680	23
RL|S1|C681	6
RL|S1|C682	13
RL|S1|C683	6
RL|S1|C684	14
RL|S1|C685	5
RL|S1|C686	14
RL|S1|C687	13
RL|S1|C688	14
RL|S1|C689	6
RL|S1|C690	13
RL|S1|C691	0
RL|S1|C692	6
RL|S1|C693	13
RL|S1|C694	23
RL|S1|C695	14
RL|S1|C696	20
RL|S1|C697	5
RL|S1|C698	13
RL|S1|C699	5
RL|S1|C700	6
RL|S1|C701	59
RL|S1|C702	28
RL|S1|C703	23
RL|S1|C704	5
RL|S1|C705	14
RL|S1|C706	49
RL|S1|C707	6
RL|S1|C708	14
RL|S1|C709	6
RL|S1|C710	14
RL|S1|C711	14
RL|S1|C712	20
RL|S1|C713	14
RL|S1|C714	14
RL|S1|C715	6
RL|S1|C716	5
RL|S1|C717	32
RL|S1|C718	14
RL|S1|C719	5
RL|S1|C720	5
RL|S1|C721	14
RL|S1|C722	46
RL|S1|C723	6
RL|S1|C724	13
RL|S1|C725	14
RL|S1|C726	14
RL|S1|C727	13
RL|S1|C728	2
RL|S1|C729	6
RL|S1|C730	6
RL|S1|C731	6
RL|S1|C732	14
RL|S1|C733	6
RL|S1|C734	6
RL|S1|C735	6
RL|S1|C736	49
RL|S1|C737	13
RL|S1|C738	14
RL|S1|C739	6
RL|S1|C740	14
RL|S1|C741	14
RL|S1|C742	14
RL|S1|C743	6
RL|S1|C744	14
RL|S1|C745	14
RL|S1|C746	6
RL|S1|C747	6
RL|S1|C748	28
RL|S1|C749	6
RL|S1|C750	14
RL|S1|C751	6
RL|S1|C752	6
RL|S1|C753	13
RL|S1|C754	14
RL|S1|C755	14
RL|S1|C756	13
RL|S1|C757	14
RL|S1|C758	14
RL|S1|C759	6
RL|S1|C760	5
RL|S1|C761	13
RL|S1|C762	5
RL|S1|C763	13
RL|S1|C764	14
RL|S1|C765	37
RL|S1|C766	14
RL|S1|C767	5
RL|S1|C768	14
RL|S1|C769	3
RL|S1|C770	14
RL|S1|C771	0
RL|S1|C772	6
RL|S1|C773	5
RL|S1|C774	5
RL|S1|C775	32
RL|S1|C776	5
RL|S1|C777	14
RL|S1|C778	14
RL|S1|C779	14
RL|S1|C780	14
RL|S1|C781	14
RL|S1|C782	6
RL|S1|C783	46
RL|S1|C784	3
RL|S1|C785	13
RL|S1|C786	13
RL|S1|C787	31
RL|S1|C788	6
RL|S1|C789	20
RL|S1|C790	6
RL|S1|C791	6
RL|S1|C792	14
RL|S1|C793	6
RL|S1|C794	20
RL|S1|C795	23
RL|S1|C796	21
RL|S1|C797	5
RL|S1|C798	5
RL|S1|C799	6
RL|S1|C800	13
RL|S1|C801	14
RL|S1|C802	5
RL|S1|C803	46
RL|S1|C804	14
RL|S1|C805	14
RL|S1|C806	14
RL|S1|C807	6
RL|S1|C808	6
RL|S1|C809	14
RL|S1|C810	5
RL|S1|C811	5
RL|S1|C812	13
RL|S1|C813	6
RL|S1|C814	6
RL|S1|C815	14
RL|S1|C816	6
RL|S1|C817	3
RL|S1|C818	30
RL|S1|C819	14
RL|S1|C820	29
RL|S1|C821	14
RL|S1|C822	14
RL|S1|C823	6
RL|S1|C824	5
RL|S1|C825	6
RL|S1|C826	5
RL|S1|C827	14
RL|S1|C828	13
RL|S1|C829	13
RL|S1|C830	5
RL|S1|C831	14
RL|S1|C832	6
RL|S1|C833	13
RL|S1|C834	6
RL|S1|C835	14
RL|S1|C836	14
RL|S1|C837	5
RL|S1|C838	14
RL|S1|C839	30
RL|S1|C840	14
RL|S1|C841	13
RL|S1|C842	30
RL|S1|C843	14
RL|S1|C844	6
RL|S1|C845	13
RL|S1|C846	13
RL|S1|C847	6
RL|S1|C848	13
RL|S1|C849	20
RL|S1|C850	6
RL|S1|C851	14
RL|S1|C852	14
RL|S1|C853	13
RL|S1|C854	13
RL|S1|C855	6
RL|S1|C856	13
RL|S1|C857	20
RL|S1|C858	14
RL|S1|C859	13
RL|S1|C860	5
RL|S1|C861	14
RL|S1|C862	43
RL|S1|C863	13
RL|S1|C864	14
RL|S1|C865	14
RL|S1|C866	14
RL|S1|C867	19
RL|S1|C868	13
RL|S1|C869	43
RL|S1|C870	6
RL|S1|C871	6
RL|S1|C872	3
RL|S1|C873	13
RL|S1|C874	6
RL|S1|C875	14
RL|S1|C876	5
RL|S1|C877	13
RL|S1|C878	5
RL|S1|C879	13
RL|S1|C880	6
RL|S1|C881	14
RL|S1|C882	14
RL|S1|C883	14
RL|S1|C884	6
RL|S1|C885	6
RL|S1|C886	6
RL|S1|C887	6
RL|S1|C888	6
RL|S1|C889	14
RL|S1|C890	6
RL|S1|C891	6
RL|S1|C892	5
RL|S1|C893	13
RL|S1|C894	6
RL|S1|C895	6
RL|S1|C896	3
RL|S1|C897	6
RL|S1|C898	5
RL|S1|C899	5
RL|S1|C900	6
RL|S1|C901	6
RL|S1|C902	5
RL|S1|C903	14
RL|S1|C904	14
RL|S1|C905	13
RL|S1|C906	14
RL|S1|C907	0
RL|S1|C908	30
RL|S1|C909	5
RL|S1|C910	13
RL|S1|C911	6
RL|S1|C912	6
RL|S1|C913	6
RL|S1|C914	59
RL|S1|C915	14
RL|S1|C916	14
RL|S1|C917	6
RL|S1|C918	13
RL|S1|C919	6
RL|S1|C920	31
RL|S1|C921	13
RL|S1|C922	21
RL|S1|C923	5
RL|S1|C924	5
RL|S1|C925	14
RL|S1|C926	37
RL|S1|C927	34
RL|S1|C928	13
RL|S1|C929	6
RL|S1|C930	14
RL|S1|C931	13
RL|S1|C932	14
RL|S1|C933	6
RL|S1|C934	7
RL|S1|C935	5
RL|S1|C936	25
RL|S1|C937	14
RL|S1|C938	13
RL|S1|C939	14
RL|S1|C940	6
RL|S1|C941	14
RL|S1|C942	5
RL|S1|C943	14
RL|S1|C944	6
RL|S1|C945	5
RL|S1|C946	6
RL|S1|C947	5
RL|S1|C948	13
RL|S1|C949	13
RL|S1|C950	6
RL|S1|C951	13
RL|S1|C952	14
RL|S1|C953	5
RL|S1|C954	5
RL|S1|C955	14
RL|S1|C956	14
RL|S1|C957	13
RL|S1|C958	3
RL|S1|C959	6
RL|S1|C960	14
RL|S1|C961	14
RL|S1|C962	13
RL|S1|C963	5
RL|S1|C964	13
RL|S1|C965	6
RL|S1|C966	6
RL|S1|C967	14
RL|S1|C968	13
RL|S1|C969	6
RL|S1|C970	6
RL|S1|C971	5
RL|S1|C972	5
RL|S1|C973	24
RL|S1|C974	6
RL|S1|C975	20
RL|S1|C976	6
RL|S1|C977	6
RL|S1|C978	6
RL|S1|C979	6
RL|S1|C980	6
RL|S1|C981	5
RL|S1|C982	6
RL|S1|C983	57
RL|S1|C984	6
RL|S1|C985	14
RL|S1|C986	13
RL|S1|C987	46
RL|S1|C988	6
RL|S1|C989	13
RL|S1|C990	3
RL|S1|C991	5
RL|S1|C992	14
RL|S1|C993	6
RL|S1|C994	6
RL|S1|C995	13
RL|S1|C996	6
RL|S1|C997	24
RL|S1|C998	14
RL|S1|C999	13
RL|S1|C1000	6
RL|S1|C1001	6
RL|S1|C1002	5
RL|S1|C1003	5
RL|S1|C1004	13
RL|S1|C1005	14
RL|S1|C1006	6
RL|S1|C1007	14
RL|S1|C1008	6
RL|S1|C1009	46
RL|S1|C1010	14
RL|S1|C1011	5
RL|S1|C1012	3
RL|S1|C1013	6
RL|S1|C1014	5
RL|S1|C1015	14
RL|S1|C1016	13
RL|S1|C1017	13
RL|S1|C1018	14
RL|S1|C1019	6
RL|S1|C1020	6
RL|S1|C1021	13
RL|S1|C1022	13
RL|S1|C1023	14
RL|S1|C1024	31
RL|S1|C1025	3
RL|S1|C1026	6
RL|S1|C1027	6
RL|S1|C1028	13
RL|S1|C1029	6
RL|S1|C1030	14
RL|S1|C1031	13
RL|S1|C1032	14
RL|S1|C1033	6
RL|S1|C1034	13
RL|S1|C1035	14
RL|S1|C1036	49
RL|S1|C1037	28
RL|S1|C1038	27
RL|S1|C1039	14
RL|S1|C1040	14
RL|S1|C1041	24
RL|S1|C1042	13
RL|S1|C1043	5
RL|S1|C1044	6
RL|S1|C1045	6
RL|S1|C1046	14
RL|S1|C1047	46
RL|S1|C1048	13
RL|S1|C1049	13
RL|S1|C1050	14
RL|S1|C1051	6
RL|S1|C1052	3
RL|S1|C1053	20
RL|S1|C1054	20
RL|S1|C1055	6
RL|S1|C1056	14
RL|S1|C1057	29
RL|S1|C1058	6
RL|S1|C1059	5
RL|S1|C1060	14
RL|S1|C1061	57
RL|S1|C1062	13
RL|S1|C1063	6
RL|S1|C1064	6
RL|S1|C1065	6
RL|S1|C1066	5
RL|S1|C1067	32
RL|S1|C1068	14
RL|S1|C1069	13
RL|S1|C1070	6
RL|S1|C1071	14
RL|S1|C1072	6
RL|S1|C1073	14
RL|S1|C1074	5
RL|S1|C1075	13
RL|S1|C1076	5
RL|S1|C1077	22
RL|S1|C1078	14
RL|S1|C1079	14
RL|S1|C1080	34
RL|S1|C1081	14
RL|S1|C1082	13
RL|S1|C1083	14
RL|S1|C1084	14
RL|S1|C1085	13
RL|S1|C1086	14
RL|S1|C1087	52
RL|S1|C1088	6
RL|S1|C1089	14
RL|S1|C1090	6
RL|S1|C1091	6
RL|S1|C1092	5
RL|S1|C1093	14
RL|S1|C1094	5
RL|S1|C1095	13
RL|S1|C1096	14
RL|S1|C1097	6
RL|S1|C1098	6
RL|S1|C1099	14
RL|S1|C1100	5
RL|S1|C1101	5
RL|S1|C1102	5
RL|S1|C1103	14
RL|S1|C1104	6
RL|S1|C1105	6
RL|S1|C1106	15
RL|S1|C1107	6
RL|S1|C1108	6
RL|S1|C1109	13
RL|S1|C1110	13
RL|S1|C1111	20
RL|S1|C1112	5
RL|S1|C1113	6
RL|S1|C1114	14
RL|S1|C1115	13
RL|S1|C1116	14
RL|S1|C1117	6
RL|S1|C1118	14
RL|S1|C1119	14
RL|S1|C1120	5
RL|S1|C1121	5
RL|S1|C1122	24
RL|S1|C1123	6
RL|S1|C1124	36
RL|S1|C1125	13
RL|S1|C1126	13
RL|S1|C1127	5
RL|S1|C1128	3
RL|S1|C1129	5
RL|S1|C1130	14
RL|S1|C1131	6
RL|S1|C1132	14
RL|S1|C1133	14
RL|S1|C1134	14
RL|S1|C1135	14
RL|S1|C1136	3
RL|S1|C1137	3
RL|S1|C1138	6
RL|S1|C1139	38
RL|S1|C1140	13
RL|S1|C1141	14
RL|S1|C1142	52
RL|S1|C1143	14
RL|S1|C1144	49
RL|S1|C1145	6
RL|S1|C1146	0
RL|S1|C1147	0
RL|S1|C1148	6
RL|S1|C1149	14
RL|S1|C1150	14
RL|S1|C1151	5
RL|S1|C1152	23
RL|S1|C1153	14
RL|S1|C1154	5
RL|S1|C1155	6
RL|S1|C1156	5
RL|S1|C1157	14
RL|S1|C1158	30
RL|S1|C1159	30
RL|S1|C1160	13
RL|S1|C1161	13
RL|S1|C1162	6
RL|S1|C1163	14
RL|S1|C1164	22
RL|S1|C1165	6
RL|S1|C1166	13
RL|S1|C1167	58
RL|S1|C1168	57
RL|S1|C1169	13
RL|S1|C1170	14
RL|S1|C1171	6
RL|S1|C1172	29
RL|S1|C1173	13
RL|S1|C1174	14
RL|S1|C1175	9
RL|S1|C1176	14
RL|S1|C1177	14
RL|S1|C1178	34
RL|S1|C1179	13
RL|S1|C1180	49
RL|S1|C1181	5
RL|S1|C1182	37
RL|S1|C1183	6
RL|S1|C1184	27
RL|S1|C1185	14
RL|S1|C1186	20
RL|S1|C1187	6
RL|S1|C1188	14
RL|S1|C1189	2
RL|S1|C1190	14
RL|S1|C1191	14
RL|S1|C1192	6
RL|S1|C1193	6
RL|S1|C1194	13
RL|S1|C1195	5
RL|S1|C1196	6
RL|S1|C1197	14
RL|S1|C1198	6
RL|S1|C1199	14
RL|S1|C1200	14
RL|S1|C1201	6
RL|S1|C1202	6
RL|S1|C1203	28
RL|S1|C1204	20
RL|S1|C1205	59
RL|S1|C1206	14
RL|S1|C1207	5
RL|S1|C1208	6
RL|S1|C1209	5
RL|S1|C1210	6
RL|S1|C1211	5
RL|S1|C1212	14
RL|S1|C1213	5
RL|S1|C1214	14
RL|S1|C1215	12
RL|S1|C1216	6
RL|S1|C1217	6
RL|S1|C1218	6
RL|S1|C1219	14
RL|S1|C1220	6
RL|S1|C1221	14
RL|S1|C1222	6
RL|S1|C1223	6
RL|S1|C1224	14
RL|S1|C1225	6
RL|S1|C1226	5
RL|S1|C1227	5
RL|S1|C1228	13
RL|S1|C1229	14
RL|S1|C1230	13
RL|S1|C1231	6
RL|S1|C1232	6
RL|S1|C1233	14
RL|S1|C1234	14
RL|S1|C1235	6
RL|S1|C1236	14
RL|S1|C1237	5
RL|S1|C1238	6
RL|S1|C1239	6
RL|S1|C1240	13
RL|S1|C1241	13
RL|S1|C1242	23
RL|S1|C1243	14
RL|S1|C1244	6
RL|S1|C1245	6
